gt_feature_id,doc_id,source
Opaque,rep_37,macedo_reconstructed
Operation_based,rep_37,macedo_reconstructed
Other,rep_37,macedo_reconstructed
Pairwise,rep_37,macedo_reconstructed
Repair_Action,rep_37,macedo_reconstructed
Repair_Hints,rep_37,macedo_reconstructed
Stability,rep_37,macedo_reconstructed
State_based,rep_37,macedo_reconstructed
Traceability,rep_37,macedo_reconstructed
User,rep_37,macedo_reconstructed
Violations,rep_37,macedo_reconstructed
Abstract,rep_38,macedo_reconstructed
Checkonly,rep_38,macedo_reconstructed
Composite,rep_38,macedo_reconstructed
Fixed,rep_38,macedo_reconstructed
Inter_model,rep_38,macedo_reconstructed
Meta_model_Independent,rep_38,macedo_reconstructed
Multi_model,rep_38,macedo_reconstructed
Multiple_Repairs,rep_38,macedo_reconstructed
Object_oriented,rep_38,macedo_reconstructed
Opaque,rep_38,macedo_reconstructed
Operation_based,rep_38,macedo_reconstructed
Other,rep_38,macedo_reconstructed
Pairwise,rep_38,macedo_reconstructed
Repair_Action,rep_38,macedo_reconstructed
Rule_based,rep_38,macedo_reconstructed
State_based,rep_38,macedo_reconstructed
Traceability,rep_38,macedo_reconstructed
User,rep_38,macedo_reconstructed
Violations,rep_38,macedo_reconstructed
Boolean,rep_39,macedo_reconstructed
Bounded,rep_39,macedo_reconstructed
Checkonly,rep_39,macedo_reconstructed
Concrete,rep_39,macedo_reconstructed
Consistency_Relation,rep_39,macedo_reconstructed
Controlled_Update,rep_39,macedo_reconstructed
Fixed,rep_39,macedo_reconstructed
Inter_model,rep_39,macedo_reconstructed
Least_change,rep_39,macedo_reconstructed
Meta_model_Independent,rep_39,macedo_reconstructed
Multi_model,rep_39,macedo_reconstructed
Multiple_Repairs,rep_39,macedo_reconstructed
Off_the_shelf_Solver,rep_39,macedo_reconstructed
Other,rep_39,macedo_reconstructed
Pre_defined,rep_39,macedo_reconstructed
Stability,rep_39,macedo_reconstructed
State_based,rep_39,macedo_reconstructed
Totality,rep_39,macedo_reconstructed
User,rep_39,macedo_reconstructed
Area_Selection,rep_40,macedo_reconstructed
Checkonly,rep_40,macedo_reconstructed
Concrete,rep_40,macedo_reconstructed
Consistency_Improving,rep_40,macedo_reconstructed
Constraint_Priorities,rep_40,macedo_reconstructed
Fixed,rep_40,macedo_reconstructed
Generative,rep_40,macedo_reconstructed
Graph,rep_40,macedo_reconstructed
MDA,rep_40,macedo_reconstructed
Meta_model_Independent,rep_40,macedo_reconstructed
Multi_model,rep_40,macedo_reconstructed
Multiple_Repairs,rep_40,macedo_reconstructed
Pattern_Matching,rep_40,macedo_reconstructed
Rule_based,rep_40,macedo_reconstructed
Stability,rep_40,macedo_reconstructed
State_based,rep_40,macedo_reconstructed
Traceability,rep_40,macedo_reconstructed
User,rep_40,macedo_reconstructed
Area_Selection,rep_41,macedo_reconstructed
Checkonly,rep_41,macedo_reconstructed
Concrete,rep_41,macedo_reconstructed
Consistency_Improving,rep_41,macedo_reconstructed
Fixed,rep_41,macedo_reconstructed
Generative,rep_41,macedo_reconstructed
Graph,rep_41,macedo_reconstructed
Inter_model,rep_41,macedo_reconstructed
Interactive,rep_41,macedo_reconstructed
Meta_model_Independent,rep_41,macedo_reconstructed
Multi_model,rep_41,macedo_reconstructed
Opaque,rep_41,macedo_reconstructed
Other,rep_41,macedo_reconstructed
Pairwise,rep_41,macedo_reconstructed
Pattern_Matching,rep_41,macedo_reconstructed
Rule_based,rep_41,macedo_reconstructed
Single_Repair,rep_41,macedo_reconstructed
Stability,rep_41,macedo_reconstructed
State_based,rep_41,macedo_reconstructed
Traceability,rep_41,macedo_reconstructed
User,rep_41,macedo_reconstructed
Area_Selection,rep_42,macedo_reconstructed
Concrete,rep_42,macedo_reconstructed
Controlled_Update,rep_42,macedo_reconstructed
Fixed,rep_42,macedo_reconstructed
Generative,rep_42,macedo_reconstructed
Graph,rep_42,macedo_reconstructed
History,rep_42,macedo_reconstructed
Inter_model,rep_42,macedo_reconstructed
Meta_model_Independent,rep_42,macedo_reconstructed
Multi_model,rep_42,macedo_reconstructed
Opaque,rep_42,macedo_reconstructed
Other,rep_42,macedo_reconstructed
Pairwise,rep_42,macedo_reconstructed
Pattern_Matching,rep_42,macedo_reconstructed
Pre_state,rep_42,macedo_reconstructed
Rule_based,rep_42,macedo_reconstructed
Single_Repair,rep_42,macedo_reconstructed
Stability,rep_42,macedo_reconstructed
Traceability,rep_42,macedo_reconstructed
User,rep_42,macedo_reconstructed
Violations,rep_42,macedo_reconstructed
Area_Selection,rep_43,macedo_reconstructed
Composite,rep_43,macedo_reconstructed
Concrete,rep_43,macedo_reconstructed
Consistency_Improving,rep_43,macedo_reconstructed
Controlled_Update,rep_43,macedo_reconstructed
Customizable,rep_43,macedo_reconstructed
Delta_based,rep_43,macedo_reconstructed
Edit_Operations,rep_43,macedo_reconstructed
Inter_model,rep_43,macedo_reconstructed
Meta_model_Independent,rep_43,macedo_reconstructed
Multi_model,rep_43,macedo_reconstructed
Object_oriented,rep_43,macedo_reconstructed
Opaque,rep_43,macedo_reconstructed
Pairwise,rep_43,macedo_reconstructed
Repair_Hints,rep_43,macedo_reconstructed
Rule_based,rep_43,macedo_reconstructed
Single_Repair,rep_43,macedo_reconstructed
State_based,rep_43,macedo_reconstructed
Totality,rep_43,macedo_reconstructed
Traceability,rep_43,macedo_reconstructed
User,rep_43,macedo_reconstructed
Violations,rep_43,macedo_reconstructed
Area_Selection,rep_44,macedo_reconstructed
Boolean,rep_44,macedo_reconstructed
Concrete,rep_44,macedo_reconstructed
Fully_Consistent,rep_44,macedo_reconstructed
Inter_model,rep_44,macedo_reconstructed
Intra_model,rep_44,macedo_reconstructed
Logical,rep_44,macedo_reconstructed
Meta_model_Independent,rep_44,macedo_reconstructed
Multi_model,rep_44,macedo_reconstructed
Multiple_Repairs,rep_44,macedo_reconstructed
Off_the_shelf_Solver,rep_44,macedo_reconstructed
Opaque,rep_44,macedo_reconstructed
Search_based,rep_44,macedo_reconstructed
State_based,rep_44,macedo_reconstructed
Totality,rep_44,macedo_reconstructed
Traceability,rep_44,macedo_reconstructed
User,rep_44,macedo_reconstructed
Boolean,rep_45,macedo_reconstructed
Checkonly,rep_45,macedo_reconstructed
Concrete,rep_45,macedo_reconstructed
Consistency_Relation,rep_45,macedo_reconstructed
Delta_based,rep_45,macedo_reconstructed
Edit_Operations,rep_45,macedo_reconstructed
Inter_model,rep_45,macedo_reconstructed
Meta_model_Independent,rep_45,macedo_reconstructed
Multi_model,rep_45,macedo_reconstructed
Object_oriented,rep_45,macedo_reconstructed
Opaque,rep_45,macedo_reconstructed
Other,rep_45,macedo_reconstructed
Pairwise,rep_45,macedo_reconstructed
Pre_state,rep_45,macedo_reconstructed
Single_Repair,rep_45,macedo_reconstructed
Stability,rep_45,macedo_reconstructed
State_based,rep_45,macedo_reconstructed
User,rep_45,macedo_reconstructed
Area_Selection,rep_46,macedo_reconstructed
Concrete,rep_46,macedo_reconstructed
Controlled_Update,rep_46,macedo_reconstructed
Fixed,rep_46,macedo_reconstructed
Generative,rep_46,macedo_reconstructed
Graph,rep_46,macedo_reconstructed
Meta_model_Independent,rep_46,macedo_reconstructed
Multi_model,rep_46,macedo_reconstructed
Other,rep_46,macedo_reconstructed
Pairwise,rep_46,macedo_reconstructed
Pattern_Matching,rep_46,macedo_reconstructed
Pre_defined,rep_46,macedo_reconstructed
Pre_state,rep_46,macedo_reconstructed
Repair_Hints,rep_46,macedo_reconstructed
Rule_based,rep_46,macedo_reconstructed
Single_Repair,rep_46,macedo_reconstructed
Stability,rep_46,macedo_reconstructed
Totality,rep_46,macedo_reconstructed
Traceability,rep_46,macedo_reconstructed
User,rep_46,macedo_reconstructed
Violations,rep_46,macedo_reconstructed
Area_Selection,rep_47,macedo_reconstructed
Boolean,rep_47,macedo_reconstructed
Bounded,rep_47,macedo_reconstructed
Checkonly,rep_47,macedo_reconstructed
Composite,rep_47,macedo_reconstructed
Concrete,rep_47,macedo_reconstructed
Customizable,rep_47,macedo_reconstructed
Distinguished,rep_47,macedo_reconstructed
Fully_Consistent,rep_47,macedo_reconstructed
Inter_model,rep_47,macedo_reconstructed
Intra_model,rep_47,macedo_reconstructed
Least_change,rep_47,macedo_reconstructed
Logical,rep_47,macedo_reconstructed
Meta_model_Independent,rep_47,macedo_reconstructed
Multi_model,rep_47,macedo_reconstructed
Multiple_Repairs,rep_47,macedo_reconstructed
Off_the_shelf_Solver,rep_47,macedo_reconstructed
Pairwise,rep_47,macedo_reconstructed
Pre_defined,rep_47,macedo_reconstructed
Search_based,rep_47,macedo_reconstructed
Stability,rep_47,macedo_reconstructed
State_based,rep_47,macedo_reconstructed
Totality,rep_47,macedo_reconstructed
User,rep_47,macedo_reconstructed
Checkonly,rep_48,macedo_reconstructed
Composite,rep_48,macedo_reconstructed
Concrete,rep_48,macedo_reconstructed
Customizable,rep_48,macedo_reconstructed
Distinguished,rep_48,macedo_reconstructed
EMF,rep_48,macedo_reconstructed
Hard_Coded,rep_48,macedo_reconstructed
Inter_model,rep_48,macedo_reconstructed
Interactive,rep_48,macedo_reconstructed
Intra_model,rep_48,macedo_reconstructed
MDA,rep_48,macedo_reconstructed
Multi_model,rep_48,macedo_reconstructed
Object_oriented,rep_48,macedo_reconstructed
Pre_defined,rep_48,macedo_reconstructed
Repair_Hints,rep_48,macedo_reconstructed
Rule_based,rep_48,macedo_reconstructed
Single_Repair,rep_48,macedo_reconstructed
Stability,rep_48,macedo_reconstructed
State_based,rep_48,macedo_reconstructed
Violations,rep_48,macedo_reconstructed
Area_Selection,rep_49,macedo_reconstructed
Composite,rep_49,macedo_reconstructed
Customizable,rep_49,macedo_reconstructed
History,rep_49,macedo_reconstructed
Inter_model,rep_49,macedo_reconstructed
Logical,rep_49,macedo_reconstructed
Meta_model_Independent,rep_49,macedo_reconstructed
Multi_model,rep_49,macedo_reconstructed
Opaque,rep_49,macedo_reconstructed
Operation_based,rep_49,macedo_reconstructed
Repair_Action,rep_49,macedo_reconstructed
Repair_Hints,rep_49,macedo_reconstructed
Rule_based,rep_49,macedo_reconstructed
Stability,rep_49,macedo_reconstructed
State_based,rep_49,macedo_reconstructed
Traceability,rep_49,macedo_reconstructed
User,rep_49,macedo_reconstructed
Violations,rep_49,macedo_reconstructed
Well_behaved,rep_49,macedo_reconstructed
EMF,rep_50,macedo_reconstructed
Fixed,rep_50,macedo_reconstructed
Fully_Consistent,rep_50,macedo_reconstructed
Hard_Coded,rep_50,macedo_reconstructed
Intra_model,rep_50,macedo_reconstructed
Logical,rep_50,macedo_reconstructed
MDA,rep_50,macedo_reconstructed
Opaque,rep_50,macedo_reconstructed
Operation_based,rep_50,macedo_reconstructed
Repair_Plan,rep_50,macedo_reconstructed
Search_based,rep_50,macedo_reconstructed
Single_Repair,rep_50,macedo_reconstructed
State_based,rep_50,macedo_reconstructed
Violations,rep_50,macedo_reconstructed
Abstract,rep_51,macedo_reconstructed
Checkonly,rep_51,macedo_reconstructed
Composite,rep_51,macedo_reconstructed
Concrete,rep_51,macedo_reconstructed
Consistency_Improving,rep_51,macedo_reconstructed
Fixed,rep_51,macedo_reconstructed
Graph,rep_51,macedo_reconstructed
Hard_Coded,rep_51,macedo_reconstructed
Interactive,rep_51,macedo_reconstructed
Intra_model,rep_51,macedo_reconstructed
Multiple_Repairs,rep_51,macedo_reconstructed
Opaque,rep_51,macedo_reconstructed
Other,rep_51,macedo_reconstructed
Rule_based,rep_51,macedo_reconstructed
Stability,rep_51,macedo_reconstructed
State_based,rep_51,macedo_reconstructed
Violations,rep_51,macedo_reconstructed
Checkonly,rep_52,macedo_reconstructed
Composite,rep_52,macedo_reconstructed
Fixed,rep_52,macedo_reconstructed
Graph,rep_52,macedo_reconstructed
Inter_model,rep_52,macedo_reconstructed
Meta_model_Independent,rep_52,macedo_reconstructed
Multi_model,rep_52,macedo_reconstructed
Other,rep_52,macedo_reconstructed
Pattern_Matching,rep_52,macedo_reconstructed
Repair_Hints,rep_52,macedo_reconstructed
Rule_based,rep_52,macedo_reconstructed
State_based,rep_52,macedo_reconstructed
Violations,rep_52,macedo_reconstructed
Abstract,rep_53,macedo_reconstructed
Checkonly,rep_53,macedo_reconstructed
Composite,rep_53,macedo_reconstructed
Concrete,rep_53,macedo_reconstructed
EMF,rep_53,macedo_reconstructed
Fixed,rep_53,macedo_reconstructed
Graph,rep_53,macedo_reconstructed
Inter_model,rep_53,macedo_reconstructed
MDA,rep_53,macedo_reconstructed
Meta_model_Independent,rep_53,macedo_reconstructed
Multi_model,rep_53,macedo_reconstructed
Opaque,rep_53,macedo_reconstructed
Pairwise,rep_53,macedo_reconstructed
Pattern_Matching,rep_53,macedo_reconstructed
Rule_based,rep_53,macedo_reconstructed
Stability,rep_53,macedo_reconstructed
State_based,rep_53,macedo_reconstructed
Totality,rep_53,macedo_reconstructed
Traceability,rep_53,macedo_reconstructed
Violations,rep_53,macedo_reconstructed
Checkonly,rep_54,macedo_reconstructed
Composite,rep_54,macedo_reconstructed
Concrete,rep_54,macedo_reconstructed
Consistency_Improving,rep_54,macedo_reconstructed
Generative,rep_54,macedo_reconstructed
Graph,rep_54,macedo_reconstructed
Logical,rep_54,macedo_reconstructed
Meta_model_Independent,rep_54,macedo_reconstructed
Multi_model,rep_54,macedo_reconstructed
Multiple_Repairs,rep_54,macedo_reconstructed
Opaque,rep_54,macedo_reconstructed
Other,rep_54,macedo_reconstructed
Pairwise,rep_54,macedo_reconstructed
Pattern_Matching,rep_54,macedo_reconstructed
Repair_Action,rep_54,macedo_reconstructed
Rule_based,rep_54,macedo_reconstructed
Stability,rep_54,macedo_reconstructed
State_based,rep_54,macedo_reconstructed
Traceability,rep_54,macedo_reconstructed
User,rep_54,macedo_reconstructed
Violations,rep_54,macedo_reconstructed
